WORK_ORDER,ACTUAL_DECISION,RF_PRED,XGB_PRED,LR_PRED,HYBRID_OPTIMIZATION_DECISION,MODEL1_COPQ_RISK_SCORE,MODEL2_CC_OVERLOAD_PENALTY,MODEL3_BATCH_FLOW_FACTOR,MODEL4_ASSIGNMENT_RISK_FACTOR,OR_DECISION,DETERMINISTIC_DECISION,ROBUST_DECISION,PROB_RF_Hurda,PROB_XGB_Hurda,PROB_LR_Hurda,ENSEMBLE_PROB_Hurda,PROB_RF_Islah,PROB_XGB_Islah,PROB_LR_Islah,ENSEMBLE_PROB_Islah,PROB_RF_Kabul(OGK),PROB_XGB_Kabul(OGK),PROB_LR_Kabul(OGK),ENSEMBLE_PROB_Kabul(OGK),PROB_RF_RTV,PROB_XGB_RTV,PROB_LR_RTV,ENSEMBLE_PROB_RTV,PROB_RF_RU,PROB_XGB_RU,PROB_LR_RU,ENSEMBLE_PROB_RU,qa_confidence,qa_copq,qa_error_score,qa_final_label,qa_flag_high_risk,qa_flag_inconsistent,qa_min_prob,qa_prob_ratio,qa_quartile_rank,qa_second_best_prob,qa_variance,ANOMALY_FLAG,ANOMALY_SCORE,CLUSTER_ID,CLUSTER_DISTANCE,DISTANCE_FROM_RESULT_MIDDLE_POINT,OUT_OF_LIMITS
559852,Islah,Islah,Islah,Hurda,Kabul(OGK),0.0,0.0020436658807583166,-0.15213901565806437,-0.7512239085175951,Islah,Hurda,Islah,0.15457104001979174,0.01963087442833389,0.35077961162562077,0.17499384202458212,0.5922948909503909,0.9667341807744806,0.23274697033503425,0.5972586806866352,0.07114691749413876,0.005883278022472643,0.11703827802654863,0.06468949118105334,0.1132304135721568,0.0038806328415824432,0.1682591363320673,0.09512339424860217,0.06875673796352177,0.0038710339331304426,0.13117600368072904,0.06793459185912709,0.5972586806866352,18.054826386267294,2.0,Islah,0.0,1.0,0.06468949118105334,3.4130268458403,3,0.17499384202458212,0.041037815115153864,0,-1.643439899428053,1,-1.7561804938272922,-0.9867933432942152,1
333269,RU,Islah,RU,Islah,Kabul(OGK),0.0,0.0008874706209908419,-0.15668867798354696,-1.1875224965512008,RU,Hurda,RU,0.19100335252638076,0.33741030222702884,0.17993419851860315,0.23611595109067093,0.2386886744733652,0.21213440676083567,0.27597607864740353,0.24226638662720146,0.1498434392979909,0.03497233627353734,0.18081197053481415,0.1218759153687808,0.20423222557427778,0.07523672310723634,0.18049525406172573,0.1533214009144133,0.21623230812798538,0.3402462316313618,0.18278249823745343,0.24642034599893356,0.24642034599893356,25.07159308002133,3.5,RU,1.0,1.0,0.1218759153687808,1.017146247275831,0,0.24226638662720146,0.0027055844192846704,0,0.4174367856259284,1,-0.7539695498715064,-1.1538928995390787,1
364619,Kabul(OGK),Kabul(OGK),Kabul(OGK),Kabul(OGK),Kabul(OGK),0.0,-0.0010136626066067596,-0.13353703447172827,1.7203449675609301,Kabul(OGK),Hurda,Kabul(OGK),0.08446904050857472,0.0030108961853490086,0.11961940024617379,0.06903311231336584,0.18479428202180678,0.024754005741277087,0.20243186073117023,0.13732671616475137,0.5001028257897627,0.9491900543088009,0.24999431833533195,0.5664290661446318,0.11906404447705522,0.010957133657768221,0.20586548667734977,0.11196222160405774,0.11156980720280055,0.012087910106804808,0.22208893400997431,0.11524888377319321,0.5664290661446318,1.8671418677107363,1.0,Kabul(OGK),0.0,0.0,0.06903311231336584,4.124682232007098,2,0.13732671616475137,0.03405678576384536,0,-1.5728724990340712,1,-0.6701572000618715,-0.7485590361981246,1
168201,RU,RU,RU,Kabul(OGK),Kabul(OGK),0.0,0.0006173328316683791,-0.14061706210897043,0.9480055404801131,RU,Hurda,RU,0.15941642438612844,0.027653357730643435,0.22094107566215795,0.13600361925964327,0.16108180583526496,0.024296772590646165,0.2389695547716895,0.14144937773253355,0.12193807589008895,0.007585446035906348,0.2680653960826135,0.13252963933620293,0.07152909437228304,0.0033676879016104047,0.1381325001643672,0.07100976081275355,0.4860345995162346,0.9370967357411937,0.13389147331917176,0.5190076028588667,0.5190076028588667,19.619847942822666,2.0,RU,0.0,1.0,0.07100976081275355,3.6692109302895455,1,0.14144937773253355,0.026096058834243714,0,-2.029265736423747,0,-0.36522269841011584,1.584962778871963,1
798374,RTV,RU,Islah,RU,Kabul(OGK),0.0,-9.903154270760854e-05,-0.1184766494644775,-1.1875224965512008,Islah,Hurda,Islah,0.1466823657216473,0.056088512536566236,0.11767108538967522,0.1068139878826296,0.2519910133432997,0.6463677046311012,0.18856365588115673,0.36230745795185254,0.16041272965908726,0.031445572843940076,0.16142371939568273,0.11776067396623668,0.17467232914935313,0.02358366833688064,0.2315400142623018,0.14326533724951185,0.26624156212661254,0.24251454165151187,0.3008015250711836,0.26985254294976935,0.36230745795185254,22.753850840962947,3.5,Islah,1.0,1.0,0.1068139878826296,1.3426127246808746,0,0.26985254294976935,0.00997777004431594,0,0.5492579366096917,2,0.444769099271645,0.7643965845008508,1
373759,RTV,RTV,RTV,Islah,Kabul(OGK),0.0,-0.0005240464907525053,0.042775590586612504,-0.7512239085175951,RTV,Hurda,RTV,0.09902385780786815,0.0018611509358907466,0.1618208412276341,0.087568616657131,0.1682740745955886,0.0237335619473659,0.26776972921876036,0.15325912192057162,0.07437198624981876,0.004214532824031767,0.13080575936772604,0.06979742614719218,0.5229746828294171,0.9616785522785933,0.18961469875847276,0.5580893112888278,0.1353553985173074,0.008512202014118236,0.2499889714274067,0.13128552398627744,0.5580893112888278,18.838213774223444,2.0,RTV,0.0,1.0,0.06979742614719218,3.6414753281573953,2,0.15325912192057162,0.032945573991014096,0,0.7862273511214012,2,-2.9723402650009216,0.0980116071869974,1
746727,Islah,Islah,Islah,Kabul(OGK),Kabul(OGK),0.0,0.0016063656678949737,-0.15633020561384448,0.9480055404801131,Islah,Hurda,Islah,0.10271968320446033,0.01284580658605983,0.20358208653062276,0.10638252544038097,0.48273210336823874,0.9558337188387853,0.18358810921468294,0.540717977140569,0.1159753543702754,0.011603011576786464,0.3098102263385083,0.14579619742852337,0.19051916609117656,0.012270057391076426,0.16230989001248347,0.12169970449824548,0.10805369296584899,0.007447405607291973,0.14070968790370264,0.0854035954922812,0.540717977140569,19.18564045718862,2.0,Islah,0.0,1.0,0.0854035954922812,3.708724827378685,1,0.14579619742852337,0.029410859180929727,0,-0.9553442881490456,1,0.26847205131393803,-0.7542632379173267,1
814829,RU,RU,RU,Hurda,Kabul(OGK),0.0,-0.001045825153828085,-0.15931966785292287,-0.7512239085175951,RU,Hurda,RU,0.08969531972028327,0.007850702789862664,0.2481749139799789,0.11524031216337494,0.10704737881273943,0.009514591581305463,0.2027329594200952,0.10643164327138004,0.21271310330432586,0.023602947405888648,0.21390495318943667,0.1500736679665504,0.04847652447534937,0.006055062123138432,0.1300479666433354,0.061526517747274405,0.5420676736873021,0.9529766960998048,0.20513920676715386,0.5667278588514203,0.5667278588514203,18.665442822971595,2.0,RU,0.0,1.0,0.061526517747274405,3.7763310947909736,2,0.1500736679665504,0.03441922168766277,0,0.4934536980054786,0,-0.1575130294063119,1.7047510149752085,1
457726,RTV,RTV,RTV,RTV,Kabul(OGK),0.0,-0.0001513934579263043,-0.10863400355856735,0.9480055404801131,RTV,Hurda,RTV,0.1259741969853806,0.009241238462010814,0.10489275734113707,0.08003606426284282,0.11876522192629961,0.010658513871954626,0.1935471139953781,0.10765694993121078,0.1314561953763595,0.015750939686245233,0.2099989402190387,0.11906869176054781,0.4657538235668142,0.9410058137378872,0.2720907816349302,0.5596168063132105,0.15805056214514615,0.023343494241902112,0.21947040680951588,0.13362148773218804,0.5596168063132105,18.80766387373579,1.0,RTV,0.0,0.0,0.08003606426284282,4.188074955689964,2,0.13362148773218804,0.032639763140141234,0,1.091886696960938,2,-0.7630590546981683,-0.06388705925506417,1
973991,Islah,Islah,Islah,Hurda,Kabul(OGK),0.0,-0.0011215612807612776,0.2709176487329695,-0.05367456994151047,Islah,Hurda,Islah,0.11856073912011153,0.0036137125521577586,0.3065732392864114,0.1429158969862269,0.512986809110332,0.9611322448553897,0.1882950221539966,0.5541380253732394,0.15009032487699078,0.013921252622554519,0.1866214191634,0.11687766555431511,0.1134122995200876,0.013702390868871681,0.11469776753879507,0.08060415264258479,0.10494982737247806,0.007630399101026285,0.20381255185739705,0.1054642594436338,0.5541380253732394,18.917239492535213,2.0,Islah,0.0,1.0,0.08060415264258479,3.877371496514785,2,0.1429158969862269,0.031754806584916064,0,-0.23851405373012316,0,0.1604804330022241,0.8872046921024975,1
995169,Kabul(OGK),RU,Hurda,Kabul(OGK),Kabul(OGK),0.0,0.00023009392263450973,-0.14811878459707395,1.7203449675609301,Hurda,Hurda,Hurda,0.2188119272466663,0.29415451713248486,0.2192339353246666,0.24406679323460592,0.1826056011007929,0.231597685734988,0.20452647099051782,0.20624325260876622,0.20962088970268858,0.19539173927999223,0.23660084227092326,0.21387115708453472,0.1355228347154676,0.04170862849071473,0.17648532512523007,0.1179055961104708,0.2534387472343847,0.2371474293618202,0.1631534262886623,0.2179132009616224,0.24406679323460592,25.11866413530788,3.5,Hurda,1.0,1.0,0.1179055961104708,1.120018393367502,0,0.2179132009616224,0.001846728677330166,0,0.08232059908731744,1,-0.7815518481898119,-1.154899523371879,1
780937,Hurda,Hurda,Hurda,RTV,Kabul(OGK),0.0,0.0018826690957405518,-0.14581242651888998,-0.7512239085175951,Hurda,Hurda,Hurda,0.5100166789575545,0.9561345221620352,0.2070749503031083,0.5577420504742326,0.11611773091242655,0.009178277335887297,0.21159736827840867,0.11229779217557417,0.10625461971963782,0.008682670290052982,0.13565308652993555,0.08353012551320878,0.12517076252501366,0.009121933250028825,0.24370222724143384,0.12599830767215878,0.14244020788536765,0.016882596961995698,0.20197236764711363,0.12043172416482566,0.5577420504742326,18.845158990515348,2.0,Hurda,0.0,1.0,0.08353012551320878,4.42658366432547,2,0.12599830767215878,0.032208728916904586,0,1.4735435906163858,2,-0.6402025067455046,0.24044887952825156,1
135989,Hurda,Hurda,Hurda,Kabul(OGK),Kabul(OGK),0.0,-0.00035237486888874977,-0.13990043461954524,0.9480055404801131,Hurda,Hurda,Hurda,0.43789136137534457,0.9416101373200927,0.13079327331359367,0.503431590669677,0.12740106308112714,0.008832533654618753,0.23820161168656936,0.12481173614077175,0.10292974599232997,0.011916503054947061,0.26647696494236817,0.1271077379965484,0.16195759874626123,0.022334668306915675,0.16472832119334269,0.1163401960821732,0.16982023080493708,0.015306157663425779,0.19979982886412603,0.12830873911082963,0.503431590669677,19.93136818660646,2.0,Hurda,0.0,1.0,0.1163401960821732,3.923595494417776,0,0.12830873911082963,0.0230351773555847,0,0.7890339306178423,2,-0.2522385437663559,0.26561447534826116,1
