WORK_ORDER,ACTUAL_DECISION,RF_PRED,XGB_PRED,LR_PRED,HYBRID_OPTIMIZATION_DECISION,MODEL1_COPQ_RISK_SCORE,MODEL2_CC_OVERLOAD_PENALTY,MODEL3_BATCH_FLOW_FACTOR,MODEL4_ASSIGNMENT_RISK_FACTOR,OR_DECISION,DETERMINISTIC_DECISION,ROBUST_DECISION,PROB_RF_Hurda,PROB_XGB_Hurda,PROB_LR_Hurda,ENSEMBLE_PROB_Hurda,PROB_RF_Islah,PROB_XGB_Islah,PROB_LR_Islah,ENSEMBLE_PROB_Islah,PROB_RF_Kabul(OGK),PROB_XGB_Kabul(OGK),PROB_LR_Kabul(OGK),ENSEMBLE_PROB_Kabul(OGK),PROB_RF_RTV,PROB_XGB_RTV,PROB_LR_RTV,ENSEMBLE_PROB_RTV,PROB_RF_RU,PROB_XGB_RU,PROB_LR_RU,ENSEMBLE_PROB_RU,qa_confidence,qa_copq,qa_error_score,qa_final_label,qa_flag_high_risk,qa_flag_inconsistent,qa_min_prob,qa_prob_ratio,qa_quartile_rank,qa_second_best_prob,qa_variance,ANOMALY_FLAG,ANOMALY_SCORE,CLUSTER_ID,CLUSTER_DISTANCE,DISTANCE_FROM_RESULT_MIDDLE_POINT,OUT_OF_LIMITS
512223,RTV,Hurda,Hurda,Kabul(OGK),Kabul(OGK),0.0,-0.000434828781078471,-0.15623087974629865,1.7203449675609301,Hurda,Hurda,Hurda,0.2697360516435702,0.44127823031927665,0.21071004477151858,0.3072414422447885,0.20086784729216506,0.36936123107816393,0.200754123184149,0.2569944005181593,0.1545279959264079,0.09568581970736117,0.2624937461303871,0.17090252058805208,0.19576854121986104,0.08280880957454244,0.16389415319062628,0.14749050132834327,0.17909956391799592,0.010865909320655792,0.16214793272331912,0.11737113532065695,0.3072414422447885,23.85517115510423,3.5,Hurda,1.0,1.0,0.11737113532065695,1.1955180409585566,0,0.2569944005181593,0.005036105732448261,0,-1.0148868244580045,1,-0.25962218125598013,-0.9596144998086048,1
889402,RU,RU,RU,RTV,Kabul(OGK),0.0,0.0005682377846223788,-0.06011200426370534,-0.668619663173431,RU,Hurda,RU,0.1133540735113122,0.01467180161891607,0.13727033497404123,0.0884320700347565,0.10821460846142983,0.009404596294552687,0.20711099941144917,0.1082434013891439,0.12112313864889794,0.005131920484167754,0.20672924287372305,0.11099476733559625,0.10132713061242507,0.008997781580450401,0.23874350630159194,0.1163561394981558,0.5559810487659349,0.9617939000219131,0.2101459164391947,0.5759736217423476,0.5759736217423476,18.48052756515305,2.0,RU,0.0,1.0,0.0884320700347565,4.950092227419392,3,0.1163561394981558,0.035428213494543545,0,-0.3883759326068754,1,1.8866893835769332,-1.2505287874879154,1
960893,Hurda,Hurda,Hurda,Hurda,Kabul(OGK),0.0,0.0013617186527650922,0.0011438281511459065,-0.7512239085175951,Hurda,Hurda,Hurda,0.6052046818671574,0.9591987222358466,0.2785357264110229,0.6143130435046756,0.12205064404328628,0.012839781239999284,0.2633746023665457,0.13275500921661043,0.0756324389067969,0.00930884023484625,0.11594553414152485,0.06696227109438933,0.07583220570366758,0.006760613124450791,0.19148734453916708,0.09136005445576183,0.12128002947909183,0.011892043164857135,0.1506567925417395,0.09460962172856284,0.6143130435046756,17.713739129906486,0.0,Hurda,0.0,0.0,0.06696227109438933,4.62741893605181,3,0.13275500921661043,0.043357198743195956,0,-0.5102219575234015,0,0.026888259274734875,1.2079821534882196,1
515918,Islah,Islah,Islah,Islah,Kabul(OGK),0.0,0.0003594803071643625,0.11524424435074944,1.7203449675609301,Islah,Hurda,Islah,0.08657752962579923,0.004115066088641612,0.10973794773247042,0.06681018114897042,0.45191676696324296,0.9424252654891618,0.2921643996587475,0.5621688107037174,0.18359081106177025,0.020102903555797327,0.19942445625997335,0.13437272362584698,0.12643850388292494,0.020046474720134246,0.1959040574458835,0.11412967868298089,0.15147638846626266,0.013310290146264982,0.20276913890292528,0.1225186058384843,0.5621688107037174,18.75662378592565,1.0,Islah,0.0,0.0,0.06681018114897042,4.183652720094025,2,0.13437272362584698,0.03331795864414098,0,0.4408978954809802,1,-0.8559127086220325,-0.6739011019320962,1
455529,Kabul(OGK),Kabul(OGK),Kabul(OGK),Kabul(OGK),Kabul(OGK),0.0,-0.0008159480638170094,-0.1567208279718611,-0.668619663173431,Kabul(OGK),Hurda,Kabul(OGK),0.07635940339584026,0.008911594706999162,0.08416954268067064,0.05648018026117002,0.14668290176979315,0.019390657453841262,0.22110446538811016,0.12905934153724818,0.5140621400065163,0.9437553242605398,0.2666665915837193,0.5748280186169251,0.10352351551984644,0.008050694092872115,0.21913814963526765,0.11023745308266207,0.15937203930800392,0.019891729485747734,0.20892125071223225,0.12939500650199465,0.5748280186169251,1.8503439627661498,1.0,Kabul(OGK),0.0,0.0,0.05648018026117002,4.442428144304502,3,0.12939500650199465,0.03583378783144514,0,-1.126912742558176,1,1.2423978292146522,-1.2748555301139248,1
598707,Hurda,Hurda,Hurda,Hurda,Kabul(OGK),0.0,-0.00025666943509710906,0.33610109391764287,1.948005540480113,Hurda,Hurda,Hurda,0.6953147483699127,0.9764257808538196,0.36549202912444845,0.6790775194493935,0.06995015119104839,0.008766164592933123,0.12592381511726952,0.06821337696708368,0.04888334840847331,0.002243732462872233,0.19583279537403966,0.08231995874846174,0.05444140919884129,0.0023155302122650732,0.1362926131214082,0.06434985084417151,0.13141034283172426,0.010248791878109991,0.17645874726283425,0.1060392939908895,0.6790775194493935,16.41844961101213,1.5,Hurda,1.0,0.0,0.06434985084417151,6.4040177361774715,3,0.1060392939908895,0.05759223060017936,1,-2.371903857944429,0,-0.4847159672502604,1.2264369237562265,1
854824,Islah,Islah,Islah,RU,Kabul(OGK),0.0,-0.0008477425132160593,-0.04872523487315634,-0.668619663173431,Islah,Hurda,Islah,0.06938187820851527,0.0015831349931146844,0.11981015978453838,0.06359172432872277,0.4253477069050352,0.9232307104398495,0.15996633031384871,0.5028482492195778,0.19239550964463395,0.034614000574215785,0.193703532248058,0.1402376808223026,0.09604910137920925,0.001704952219073749,0.21202757328170424,0.10326054229332908,0.21682580386260641,0.038867201773746314,0.31449240437185066,0.19006180333606779,0.5028482492195778,19.943035015608444,2.0,Islah,0.0,1.0,0.06359172432872277,2.645709134572612,0,0.19006180333606779,0.024670620990156683,0,0.6368643310384189,2,-1.049987772754645,0.1939764125806339,1
693018,Islah,Islah,Islah,Kabul(OGK),Kabul(OGK),0.0,1.627510012020474e-05,-0.15412941314361733,-0.05367456994151047,Islah,Hurda,Islah,0.12304790565282608,0.008025171100671328,0.1508410226163589,0.09397136645661879,0.47707213795703224,0.9504159529623695,0.19312184577961883,0.5402033122330069,0.16857186893254597,0.012674320276698316,0.2582213048893892,0.1464891646995445,0.06566710415315517,0.006115063922413485,0.18413592400273227,0.08530603069276697,0.16564098330444058,0.022769491737847355,0.2136799027119008,0.1340301259180629,0.5402033122330069,19.195933755339862,2.0,Islah,0.0,1.0,0.08530603069276697,3.687667366668291,1,0.1464891646995445,0.0294701010323546,0,0.09386970473264171,1,-0.3570321791936087,-0.8309344198489559,1
181539,Islah,RTV,RTV,RTV,Kabul(OGK),0.0,0.0011510286617401294,-0.12794644393639168,-0.05367456994151047,RTV,Hurda,RTV,0.26892649446943157,0.2422395294404135,0.19110689782326337,0.23409097391103614,0.1806845893018168,0.05107042079261495,0.2084933909279643,0.14674946700746536,0.1530033838390215,0.2875804538820583,0.19657674117068497,0.21238685963058823,0.2802669075392077,0.3759986078143431,0.21989029791918888,0.2920519377575799,0.1171186248505225,0.0431109880705702,0.18393267215889852,0.11472076169333041,0.2920519377575799,24.158961244848403,2.5,RTV,1.0,0.0,0.11472076169333041,1.247600165346705,0,0.23409097391103614,0.0039794711577581954,0,1.2456162433338491,1,-0.8662419816545218,-0.9525681329790021,1
582523,RU,RU,RU,Kabul(OGK),Kabul(OGK),0.0,-0.0007823591375343663,-0.1570697781772506,-0.05367456994151047,RU,Hurda,RU,0.14923898949457517,0.01007684052076385,0.2291722180759584,0.12949601603043248,0.07287104627501727,0.008558189592043195,0.17553770109811198,0.0856556456550575,0.17664071267806356,0.02699413553246262,0.27500067044304194,0.15954517288452272,0.03403000236573493,0.005457011112462854,0.1181936826044631,0.05256023202755363,0.567219249186609,0.9489138232422675,0.20209572777842466,0.5727429334024338,0.5727429334024338,18.545141331951324,2.0,RU,0.0,1.0,0.05256023202755363,3.5898480853255252,2,0.15954517288452272,0.03607156314886119,0,0.11655446282254982,0,-2.3868971837601207,1.3180396925410613,1
731147,RTV,RTV,RTV,Kabul(OGK),Kabul(OGK),0.0,-0.00018309588286978526,-0.15655935311510863,-0.668619663173431,RTV,Hurda,RTV,0.07347113924939283,0.002009855849365649,0.15417870599679442,0.07655323369851763,0.12654718799567552,0.01413396396755973,0.15862862609400208,0.09976992601907912,0.11572342902995203,0.00782674843345283,0.3090973390555589,0.14421583883965458,0.5344333171512191,0.9657411138917364,0.18881785607726842,0.5629974290400747,0.1498249265737605,0.0102883178578854,0.18927747277637622,0.11646357240267403,0.5629974290400747,18.740051419198508,2.0,RTV,0.0,1.0,0.07655323369851763,3.9038529579683656,2,0.14421583883965458,0.03342850254046088,0,0.029381812910878446,1,0.5999767736214365,-1.094502093403856,1
383930,Kabul(OGK),Kabul(OGK),Kabul(OGK),RTV,Kabul(OGK),0.0,-0.0011419446976697856,-0.09602412311082145,-1.1875224965512008,Kabul(OGK),Hurda,Kabul(OGK),0.09225010929108916,0.00578043314848788,0.17384097175293015,0.09062383806416907,0.0846290122035145,0.0029081217159186213,0.1733465896131534,0.08696124117752885,0.5464606503712587,0.9599301555771618,0.17682483061439896,0.5610718788542731,0.14598342452407895,0.02280437884728705,0.24667151017177005,0.138486437847712,0.13067680361005865,0.008576910711144647,0.2293160978477475,0.12285660405631693,0.5610718788542731,1.8778562422914538,2.0,Kabul(OGK),0.0,1.0,0.08696124117752885,4.051457222628987,2,0.138486437847712,0.032969765872336014,0,-0.1221628459626461,1,1.5239467936988886,-0.3313134575023659,1
117049,Islah,Islah,Islah,Hurda,Kabul(OGK),0.0,0.0024871777443725594,-0.15439445481745115,-1.1875224965512008,Islah,Hurda,Islah,0.19805128134719824,0.02560012874900797,0.34829113875161266,0.19064751628260632,0.4019426385774887,0.9260708927810731,0.2193051241510568,0.515772885169873,0.16558708912233108,0.022967002398212814,0.14022529775158765,0.10959312975737719,0.17446213002971409,0.021255656255306923,0.16256135471450336,0.1194263803331748,0.059956860923267886,0.004106319816399112,0.1296170846312393,0.06456008845696877,0.515772885169873,19.68454229660254,2.0,Islah,0.0,1.0,0.06456008845696877,2.7053742698924914,1,0.19064751628260632,0.026561892794450932,0,0.09820246872369012,0,1.0875811800125745,0.8155666293348703,1
887640,Islah,Islah,Islah,Islah,Kabul(OGK),0.0,-0.00020311120195601781,-0.13546039234022889,1.7203449675609301,Islah,Hurda,Islah,0.1119687663761183,0.005847019377557406,0.12852759419296408,0.08211445998221327,0.4762180821621243,0.9280657543864357,0.2606557328804143,0.5549798564763248,0.12553006537770578,0.01829345038777065,0.16162356371274764,0.10181569315940801,0.11361566844023503,0.019155275843736587,0.24520064231755967,0.1259905288671771,0.1726674176438165,0.028638500004499686,0.20399246689631426,0.1350994615148768,0.5549798564763248,18.900402870473506,1.0,Islah,0.0,0.0,0.08211445998221327,4.107935370380523,2,0.1350994615148768,0.031847467774404795,0,0.9449578766484643,2,-1.5891646249848985,0.23927448505665114,1
841837,Islah,Islah,Islah,RTV,Kabul(OGK),0.0,0.00020971050572600163,-0.15609738335310988,-0.7512239085175951,Islah,Hurda,Islah,0.11288526555701651,0.019592567036065534,0.11071048575608165,0.08106277278305457,0.5239357971907742,0.9469071926501064,0.22717250215625234,0.5660051639990443,0.14007742997382036,0.010155875557381445,0.10638651564853488,0.08553994039324557,0.12127216974488454,0.009539471309950599,0.34930805453049407,0.16003989852844305,0.1018293375335043,0.013804893446496108,0.20642244190863712,0.10735222429621251,0.5660051639990443,18.679896720019112,2.0,Islah,0.0,1.0,0.08106277278305457,3.5366503553390545,2,0.16003989852844305,0.03427747387793617,0,0.6176162633062653,2,1.4095689402867215,0.22669168714664634,1
791208,RTV,RTV,RTV,RU,Kabul(OGK),0.0,0.001073452045695559,0.019048816539391392,-0.05367456994151047,RTV,Hurda,RTV,0.12447621190697024,0.008948499413927663,0.15385795907159283,0.09576089013083024,0.1022659390056193,0.0067225755771471414,0.1793902683352039,0.0961262609726568,0.1392204312942138,0.006927187148552836,0.17156129985152305,0.10590297276476324,0.5233909964301603,0.9739951575262986,0.24362525791024614,0.5803371372889017,0.11064642136303628,0.003406580334073741,0.2515652148314339,0.12187273884284798,0.5803371372889017,18.393257254221965,2.0,RTV,0.0,1.0,0.09576089013083024,4.761828960266764,3,0.12187273884284798,0.036254000631476206,0,0.6357599155764263,1,-0.7124226027007896,-1.1002062951230582,1
376622,Kabul(OGK),Kabul(OGK),Kabul(OGK),Islah,Kabul(OGK),0.0,-0.0011118527006987603,-0.1588878038163331,-1.1875224965512008,Kabul(OGK),Hurda,Kabul(OGK),0.11918712762260739,0.008958307409823039,0.15144059108846483,0.0931953420402984,0.15455713791694686,0.013750632776959228,0.22001257090440884,0.129440113866105,0.5308182823031464,0.9626741151706761,0.21111237373593927,0.5682015904032539,0.11236067713046034,0.011437462113578054,0.2181980584376907,0.11399873256057635,0.08307677502683886,0.0031794825289635596,0.19923640583349636,0.09516422112976626,0.5682015904032539,1.8635968191934922,2.0,Kabul(OGK),0.0,1.0,0.0931953420402984,4.389687040842772,2,0.129440113866105,0.034069020440223696,0,0.9327187293312826,2,1.4997952719698784,-0.3687263099547801,1
742289,Kabul(OGK),RTV,Islah,RTV,Kabul(OGK),0.0,-0.0007254420117650108,-0.14361497979439808,-1.1875224965512008,Islah,Hurda,Islah,0.13013907784423995,0.01851570633822242,0.12032039897170477,0.08965839438472238,0.23269919086148658,0.7419788947996332,0.16184289598152296,0.37884032721421423,0.20421281240527775,0.014892487077303038,0.1567627475085437,0.1252893489970415,0.2626958403571749,0.20055111051426994,0.29525207149272725,0.25283300745472403,0.17025307853182084,0.02406180127057137,0.2658218860455013,0.15337892194929784,0.37884032721421423,22.423193455715715,3.5,Islah,1.0,1.0,0.08965839438472238,1.4983816038420337,0,0.25283300745472403,0.010941133107290228,0,1.2719556294193994,2,0.3945678171249465,-0.5905190944484645,1
293431,Kabul(OGK),RU,RU,RU,Kabul(OGK),0.0,-0.0009225123833657787,-0.15443195120091638,-0.7512239085175951,RU,Hurda,RU,0.14634096913142472,0.11969626917869354,0.14260559674067605,0.13621427835026478,0.23858809998454908,0.2406748578078087,0.1464623497725693,0.20857510252164235,0.23424005700043185,0.19249001503903446,0.19415157026245555,0.20696054743397396,0.08419743455272384,0.046045963578782295,0.24761858502882275,0.12595399438677632,0.2966334393308705,0.401092894395681,0.2691618981954763,0.3222960773073426,0.3222960773073426,23.554078453853148,2.5,RU,1.0,0.0,0.12595399438677632,1.5452279462449274,0,0.20857510252164235,0.00492594827245037,0,1.0878333762074324,2,0.3309108669338384,0.7585246121428486,1
338975,Kabul(OGK),RTV,RTV,RU,Kabul(OGK),0.0,-0.001003401879810829,-0.006681778661898439,0.9480055404801131,RTV,Hurda,RTV,0.10790071975141684,0.01388351175563382,0.196256212147826,0.10601348121829222,0.15943323344540491,0.03467370997132088,0.18693695408380312,0.1270146325001763,0.18700931653765265,0.1285020431359622,0.21292660238898362,0.1761459873541995,0.28989751307347406,0.605737874561496,0.18131721867732217,0.3589842021040974,0.2557592171920516,0.21720286057558713,0.2225630127020652,0.23184169682323463,0.3589842021040974,22.82031595791805,3.5,RTV,1.0,1.0,0.10601348121829222,1.5484022374879411,0,0.23184169682323463,0.008203842735270786,0,-0.769591210455757,2,-0.2159277756239216,0.37785303270550386,1
161381,Hurda,Hurda,Hurda,Islah,RTV,0.0,-0.0005329728629426872,2.369824583679454,-0.7512239085175951,Hurda,Hurda,Hurda,0.6815892578527496,0.9931066899914526,0.15565440466163158,0.6101167841686111,0.0661846378967277,0.003481251514273431,0.27836405190811103,0.11600998043970405,0.05970388587403832,0.0009917716064484705,0.09778403698757428,0.05282656482268702,0.06657358060881202,0.0006428733059234417,0.24459088968663215,0.10393578120045588,0.12594863776767234,0.0017774135819020732,0.2236066167560511,0.11711088936854182,0.6101167841686111,17.797664316627777,1.0,Hurda,0.0,1.0,0.05282656482268702,5.209735725331277,3,0.11711088936854182,0.04260181177185473,0,0.827507048323776,1,1.35550007416469,-0.8451949241469613,1
467222,Kabul(OGK),Kabul(OGK),Kabul(OGK),Kabul(OGK),Kabul(OGK),0.0,-0.0007627119162704094,-0.1414628412497926,-0.668619663173431,Kabul(OGK),Hurda,Kabul(OGK),0.07083054302662406,0.01069914124781712,0.16736904587964485,0.08296624338469534,0.12073708469890458,0.007865624802644008,0.14508916184885925,0.09123062378346929,0.5637715269191779,0.9694866312192305,0.24194577640442605,0.5917346448476115,0.10024123178075828,0.006277451997041266,0.20914994168797424,0.10522287515525793,0.14441961357453523,0.005671150733267125,0.2364460741790957,0.128845612828966,0.5917346448476115,1.816530710304777,1.0,Kabul(OGK),0.0,0.0,0.08296624338469534,4.592586676840134,3,0.128845612828966,0.03860587191428583,0,1.163980921917681,0,1.0171450968099625,0.5692793315763767,1
993532,RU,RU,RU,Hurda,Kabul(OGK),0.0,-4.929232447262604e-05,-0.148334713193959,0.9480055404801131,RU,Hurda,RU,0.0953318579622025,0.015769745607466416,0.24031080848889697,0.11713747068618863,0.09887644636503633,0.01339998794798781,0.13016126313236653,0.08081256581513023,0.2612505594223611,0.04115119061164386,0.2268247146519904,0.17640882156199844,0.1161178352974325,0.002888274511705874,0.22521188747370519,0.11473933242761451,0.4284233009529676,0.9267908013211961,0.1774913262530409,0.5109018095090682,0.5109018095090682,19.781963809818638,2.0,RU,0.0,1.0,0.08081256581513023,2.8961239295480072,1,0.17640882156199844,0.025111540704570057,0,-0.46217410572479534,2,1.5496738195050812,0.8425777021816806,1
858340,Kabul(OGK),Kabul(OGK),Kabul(OGK),Islah,Kabul(OGK),0.0,-0.0011066993311869026,-0.15289898279177497,-0.7512239085175951,Kabul(OGK),Hurda,Kabul(OGK),0.08720005774008666,0.005211031757909287,0.21636538876384048,0.10292549275394547,0.15083553526788535,0.026447402969074673,0.23442960590470055,0.13723751471388687,0.6003742553627656,0.951573745694837,0.20047564333724735,0.5841412147982833,0.09332285694760085,0.01305767461673724,0.1726893376110905,0.09302328972514286,0.0682672946816615,0.003710144961441771,0.17604002438312125,0.08267248800874151,0.5841412147982833,1.8317175704034334,2.0,Kabul(OGK),0.0,1.0,0.08267248800874151,4.256425191144728,3,0.13723751471388687,0.03722736480686886,0,0.8832757233900311,1,0.5799617055629948,-0.7176892386589129,1
588545,Islah,Islah,Islah,Islah,Kabul(OGK),0.0,0.001273329163191178,-0.13268211598780225,0.9480055404801131,Islah,Hurda,Islah,0.06932882057213857,0.007090557072641779,0.19403446849147823,0.09015128204541951,0.6204458178615192,0.9627710813954921,0.24853832020143599,0.6105850731528157,0.07441285338724804,0.010265033940683009,0.1844468240433,0.08970823712374369,0.08812341865702042,0.006874462290421147,0.23519710215006606,0.11006499436583587,0.14768908952207382,0.012998865300761999,0.1377832851137198,0.09949041331218521,0.6105850731528157,17.788298536943685,0.0,Islah,0.0,0.0,0.08970823712374369,5.54749561085101,3,0.11006499436583587,0.04220031966901857,0,-0.52639301105075,1,0.5284236713188112,-1.703845053525688,1
813658,RTV,RTV,RTV,Kabul(OGK),Kabul(OGK),0.0,-0.0005684482905644924,-0.15074328258360356,0.9480055404801131,RTV,Hurda,RTV,0.0841588953610407,0.008180987785001637,0.10096172869395632,0.06443387061333289,0.11174905791231302,0.014495929284604445,0.23384590679940434,0.12003029799877392,0.12390712509510943,0.009948151830218074,0.2520688791284681,0.1286413853512652,0.5886957614401562,0.9567249737135375,0.22972017108683637,0.5917136354135101,0.09148916019138062,0.010649957386638337,0.18340331429133486,0.09518081062311794,0.5917136354135101,18.165727291729798,2.0,RTV,0.0,1.0,0.06443387061333289,4.5997144215898365,3,0.1286413853512652,0.03885840303802581,0,-0.11044951098574676,1,-0.39249602378574483,-1.5823791110344416,1
862608,Hurda,Islah,Islah,RU,Kabul(OGK),0.0,-0.0009815460716132186,-0.1491226228613161,-1.1875224965512008,Kabul(OGK),Hurda,Kabul(OGK),0.20875716811488032,0.1990753155012214,0.14896849385930216,0.18560032582513464,0.22681353432684806,0.31379634784862365,0.13683194430616832,0.22581394216054665,0.20848263465333228,0.24479283893987766,0.22695275237645926,0.22674274198988975,0.19034985721459718,0.016154552209563692,0.1991617956666161,0.13522206836359232,0.1655968056903422,0.22618094550071358,0.2880850137914542,0.22662092166083667,0.22674274198988975,2.5465145160202205,3.5,Kabul(OGK),1.0,1.0,0.13522206836359232,1.0005375511146999,0,0.22662092166083667,0.0012987476745023308,0,0.23868455138489042,1,1.131964830922812,-0.23283209252672843,1
464844,RTV,Hurda,RTV,RU,Kabul(OGK),0.0,-0.0006005648255580334,0.5661603122164903,-1.1875224965512008,RTV,Hurda,RTV,0.24002654754315297,0.2338676154613495,0.19696295854516585,0.22361904051655612,0.23957110680308286,0.16801579296588898,0.2072283505134492,0.204938416760807,0.12472443177853013,0.034491270780563354,0.11600035042567743,0.09173868432825698,0.18113643339921537,0.3976910412311554,0.23594710985371845,0.27159152816136306,0.2145414804760187,0.16593427956104279,0.24386123066198911,0.20811233023301687,0.27159152816136306,24.56816943677274,3.5,RTV,1.0,1.0,0.09173868432825698,1.2145277411708382,0,0.22361904051655612,0.003498783262458338,0,-1.334374494848262,0,1.6515273962686667,1.2071433002942191,1
996515,Islah,Islah,Islah,RTV,Kabul(OGK),0.0,0.0007234370289393038,-0.06761572787130216,-0.05367456994151047,Islah,Hurda,Islah,0.08901683225428872,0.002664704155142608,0.09456022674297573,0.06208058771746902,0.5782089134003385,0.9596902299618272,0.1910902474863869,0.5763297969495175,0.10440375986645063,0.008487501329873363,0.1341309332212975,0.0823407314725405,0.11047147127441292,0.014752928425201595,0.32325035375975386,0.14949158448645614,0.11789902320450917,0.014404636127955213,0.256968238789586,0.1297572993740168,0.5763297969495175,18.47340406100965,2.0,Islah,0.0,1.0,0.06208058771746902,3.8552658260287065,3,0.14949158448645614,0.03639494417115218,0,-1.2046271850739072,2,0.9884094292859514,0.48354853514954405,1
654509,RU,RU,RU,Kabul(OGK),Kabul(OGK),0.0,-0.0008286474386855156,-0.13374644632258895,-0.05367456994151047,RU,Hurda,RU,0.08930289640464441,0.01265420934420415,0.19212695798082582,0.0980280212432248,0.19273600393300644,0.04538644752476279,0.23362074611166814,0.1572477325231458,0.11787274524746169,0.004648169783997383,0.23879869937693188,0.12043987146946365,0.1393025240763685,0.010166410972193547,0.1463625240640913,0.09861048637088445,0.460785830338519,0.9271447623748421,0.1890910724664828,0.5256738883932813,0.5256738883932813,19.486522232134373,2.0,RU,0.0,1.0,0.0980280212432248,3.342966413305233,1,0.1572477325231458,0.026979833986585645,0,1.0673002626146442,1,-1.733186555578208,-0.9401531057077974,1
843147,Islah,Islah,Islah,Kabul(OGK),Kabul(OGK),0.0,-0.00039130121359438826,-0.12662644339332613,0.9480055404801131,Islah,Hurda,Islah,0.10979474428645061,0.010563105812061137,0.18942340733736238,0.10326041914529138,0.45124306367129013,0.9664599130925219,0.12998739678692894,0.5158967911835803,0.12997278571151108,0.004815316972069029,0.23308360856029262,0.12262390374795758,0.11421598633727356,0.007542663121853488,0.22793994581014831,0.1165661984230918,0.19477341999347458,0.010619001001494516,0.21956564150526767,0.14165268750007892,0.5158967911835803,19.682064176328392,2.0,Islah,0.0,1.0,0.10326041914529138,3.6419837864586433,1,0.14165268750007892,0.02510039951535419,0,-1.2910036742718296,2,0.2869693736688221,0.5617296528303738,1
172479,RTV,RTV,RTV,Hurda,Kabul(OGK),0.0,-0.00016473700398379266,-0.1551632636443875,-1.1875224965512008,RTV,Hurda,RTV,0.10582460286698714,0.007783908284594698,0.23392600746114708,0.11584483953757631,0.24162783546978303,0.029271767983480912,0.21520100103913092,0.16203353483079827,0.07095381246337687,0.004325383746024735,0.20971295512618016,0.09499738377852725,0.4783519157268941,0.9491758209539343,0.17381864741122688,0.533782128030685,0.10324183347295889,0.009443119031965411,0.16734138896231507,0.09334211382241313,0.533782128030685,19.3243574393863,2.0,RTV,0.0,1.0,0.09334211382241313,3.2942694769208183,1,0.16203353483079827,0.028467101319963616,0,1.4745827377080942,2,-0.943871596431292,-0.24575043171433333,1
207673,Islah,Islah,Islah,RTV,Kabul(OGK),0.0,0.00031678095978039965,-0.14682663269942475,1.7203449675609301,Islah,Hurda,Islah,0.164967599051048,0.01490052065207419,0.21835041465871066,0.13273951145394428,0.46190396338580664,0.9386400115486236,0.20868199087205608,0.5364086552688289,0.12051984919029965,0.012153635902613903,0.2014283658007132,0.11136728363120892,0.14482099418660171,0.02178527258967896,0.22550440159245683,0.1307035561229125,0.10778759418624413,0.012520559307009344,0.1460348270760632,0.08878099352310555,0.5364086552688289,19.271826894623423,2.0,Islah,0.0,1.0,0.08878099352310555,4.0410624492538,1,0.13273951145394428,0.02854443592117284,0,0.8228563678809442,2,-0.5559389430475515,-0.10515863639987988,1
811226,RU,RU,RU,RTV,Kabul(OGK),0.0,-0.0011196747794221154,-0.04799060458989509,1.7203449675609301,RU,Hurda,RU,0.17509049681975408,0.007378134958946723,0.1316252722436018,0.10469796800743421,0.09875037373490347,0.008574692628249817,0.1747709829775244,0.09403201644689256,0.09194785760755472,0.00618059474431643,0.1967232527466672,0.09828390169951277,0.1592164672653455,0.009162760442079162,0.2555301462310529,0.1413031246461592,0.4749948045724422,0.9687038172264079,0.2413503458011536,0.5616829892000013,0.5616829892000013,18.766340215999975,2.0,RU,0.0,1.0,0.09403201644689256,3.9750217173648923,2,0.1413031246461592,0.032983552669330125,0,1.5725542236593963,2,0.09735621562464165,0.7251382550216359,1
208810,Hurda,RU,RU,Kabul(OGK),Kabul(OGK),0.0,0.00031250182259644655,-0.15069630404225196,-0.668619663173431,RU,Hurda,RU,0.22090064500792334,0.12174735036868825,0.15959342091966103,0.16741380543209086,0.21059952638235588,0.2000994652494868,0.17123182668962167,0.1939769394404881,0.1244238178487989,0.05906278552021406,0.23906158507079184,0.1408493961466016,0.20565295655901428,0.1460832335638518,0.2001432524864672,0.18395981420311106,0.2384230542019078,0.4730071652977591,0.22996991483345833,0.3138000447777084,0.3138000447777084,23.723999104445834,3.5,RU,1.0,1.0,0.1408493961466016,1.617718300344572,0,0.1939769394404881,0.00356093380459,0,-1.388420921951732,0,0.07882045777396322,1.2546223910746372,1
403383,Hurda,Hurda,Hurda,RTV,Kabul(OGK),0.0,-0.0009331412079839849,-0.1547653771257421,-0.668619663173431,Hurda,Hurda,Hurda,0.43651023044900183,0.945429120144161,0.08406426646760345,0.48866787235358883,0.1398918091729272,0.009767275649268622,0.12399673805764536,0.09121860762661373,0.13933447484132216,0.030095909855928808,0.24983241297392594,0.1397542658903923,0.119025184098446,0.004622353404433867,0.2963772802776479,0.14000827259350926,0.1652383014383027,0.010085340946207713,0.24572930222317724,0.1403509815358959,0.48866787235358883,20.226642552928222,2.0,Hurda,0.0,1.0,0.09121860762661373,3.4817560020312937,0,0.1403509815358959,0.02118981861903835,0,0.6984019272872463,2,0.9237271101111143,-0.3742627410351822,1
